Id,SalePrice
1461,134286.47
1462,162140.69
1463,183957.9
1464,195519.88
1465,185500.64
1466,163611.19
1467,172026.64
1468,169529.14
1469,185791.88
1470,133638.75
1471,196292.23
1472,95814.94
1473,92620.516
1474,146748.4
1475,112913.305
1476,390596.4
1477,257263.75
1478,269188.75
1479,283650.78
1480,497858.22
1481,338469.16
1482,205728.58
1483,165749.25
1484,165464.17
1485,179067.84
1486,191504.62
1487,358519.97
1488,221428.62
1489,208351.45
1490,226653.5
1491,179140.27
1492,91986.63
1493,177506.66
1494,280337.84
1495,263777.84
1496,235523.72
1497,177508.17
1498,163762.14
1499,150560.61
1500,152626.36
1501,170954.11
1502,138006.53
1503,281981.5
1504,235774.52
1505,226450.84
1506,176109.83
1507,241252.53
1508,200076.9
1509,168177.28
1510,147136.44
1511,149888.84
1512,165520.36
1513,132380.69
1514,142900.33
1515,195935.56
1516,141756.77
1517,160399.08
1518,133833.38
1519,221198.36
1520,138484.33
1521,140471.95
1522,165139.28
1523,128152.695
1524,126256.87
1525,121879.57
1526,105974.055
1527,106125.05
1528,131032.57
1529,161174.36
1530,162554.06
1531,102730.52
1532,92721.62
1533,141930.72
1534,124114.88
1535,156589.62
1536,108522.13
1537,64211.996
1538,145320.77
1539,199730.33
1540,88493.734
1541,150311.12
1542,143295.67
1543,201618.64
1544,82076.8
1545,103812.49
1546,129118.766
1547,128568.164
1548,127414.2
1549,119961.63
1550,131661.64
1551,106806.44
1552,129239.125
1553,148371.22
1554,109948.266
1555,173319.98
1556,78633.45
1557,94171.71
1558,88558.734
1559,76641.49
1560,122304.56
1561,121811.36
1562,124615.27
1563,121813.92
1564,165604.2
1565,143579.8
1566,252953.48
1567,74868.664
1568,225776.75
1569,125659.26
1570,134031.86
1571,120239.73
1572,144461.84
1573,249467.03
1574,105870.51
1575,225046.72
1576,228547.97
1577,191742.94
1578,140256.98
1579,148326.94
1580,193630.5
1581,149269.17
1582,124552.9
1583,307194.3
1584,222908.58
1585,140986.39
1586,68093.84
1587,97123.52
1588,165060.08
1589,91314.58
1590,134127.25
1591,97219.16
1592,115016.96
1593,124485.68
1594,124677.92
1595,112909.21
1596,230784.88
1597,188352.86
1598,215873.28
1599,175390.8
1600,162379.9
1601,60486.746
1602,116766.62
1603,70220.54
1604,267538.78
1605,238324.55
1606,166267.27
1607,155454.78
1608,205265.3
1609,179716.58
1610,158476.4
1611,132712.12
1612,165361.48
1613,158830.9
1614,117012.98
1615,85200.305
1616,74894.23
1617,85300.96
1618,129456.36
1619,149908.28
1620,145988.06
1621,140541.77
1622,142674.14
1623,244637.0
1624,191532.77
1625,114562.33
1626,149182.52
1627,187127.67
1628,270990.75
1629,184770.39
1630,344203.44
1631,226410.03
1632,235028.08
1633,169908.84
1634,184249.72
1635,168539.5
1636,149948.89
1637,201723.84
1638,179823.05
1639,157615.02
1640,248765.47
1641,167092.73
1642,233365.48
1643,223306.47
1644,229280.17
1645,193234.27
1646,152406.0
1647,154304.75
1648,132309.38
1649,146989.31
1650,115628.234
1651,122738.414
1652,96002.625
1653,96443.28
1654,146434.97
1655,140021.77
1656,143716.52
1657,149589.81
1658,146650.61
1659,118857.82
1660,150903.89
1661,463182.1
1662,399748.56
1663,395426.47
1664,469093.12
1665,291875.5
1666,331632.72
1667,415691.78
1668,342747.75
1669,284213.44
1670,345939.7
1671,256626.66
1672,440233.66
1673,293374.94
1674,245633.38
1675,180287.02
1676,190585.47
1677,211272.36
1678,432991.22
1679,389383.56
1680,340281.28
1681,224497.31
1682,301114.78
1683,174984.64
1684,168899.12
1685,165342.88
1686,163228.42
1687,165688.25
1688,181944.66
1689,192818.05
1690,190453.0
1691,179227.92
1692,261278.94
1693,168652.38
1694,184953.22
1695,166888.73
1696,261112.55
1697,173450.95
1698,361262.6
1699,326964.88
1700,252184.39
1701,257609.19
1702,249411.84
1703,230001.12
1704,289095.53
1705,224940.72
1706,450073.9
1707,221218.61
1708,202316.47
1709,267278.66
1710,226129.5
1711,252756.47
1712,262472.22
1713,264681.22
1714,213826.78
1715,210556.69
1716,177502.25
1717,168965.5
1718,123568.414
1719,199294.61
1720,242115.94
1721,159885.31
1722,121641.18
1723,152940.2
1724,193660.42
1725,233713.81
1726,177255.28
1727,146308.64
1728,179035.39
1729,169432.48
1730,150348.27
1731,112434.7
1732,132885.88
1733,116544.67
1734,119804.31
1735,128083.3
1736,114875.66
1737,319861.97
1738,228261.31
1739,250905.77
1740,207737.58
1741,182003.66
1742,172342.25
1743,178637.84
1744,302759.53
1745,225093.94
1746,187616.39
1747,232614.02
1748,220250.9
1749,151621.42
1750,122756.32
1751,224273.48
1752,124656.164
1753,139103.66
1754,184885.67
1755,160805.88
1756,131083.31
1757,121383.45
1758,156979.88
1759,161453.11
1760,163480.64
1761,128262.61
1762,173305.94
1763,178547.58
1764,115611.58
1765,171040.88
1766,173370.08
1767,199730.52
1768,152227.62
1769,160689.38
1770,148400.36
1771,114423.44
1772,136701.48
1773,137116.3
1774,131702.7
1775,144245.84
1776,130138.53
1777,114756.86
1778,141015.44
1779,117687.26
1780,160831.95
1781,131298.27
1782,82454.945
1783,139805.47
1784,109235.266
1785,121617.87
1786,121206.35
1787,155996.25
1788,54437.42
1789,96372.664
1790,65214.605
1791,163996.56
1792,161222.47
1793,125606.18
1794,145729.34
1795,140741.75
1796,129523.66
1797,118030.414
1798,126286.37
1799,105512.586
1800,130788.5
1801,134402.94
1802,129393.28
1803,141205.45
1804,149442.81
1805,136252.31
1806,113552.586
1807,125696.29
1808,123997.64
1809,121348.96
1810,135403.98
1811,96469.77
1812,99089.09
1813,126226.89
1814,94823.55
1815,54985.223
1816,101814.09
1817,109849.95
1818,155074.38
1819,123189.66
1820,55769.41
1821,101419.96
1822,146183.25
1823,43979.156
1824,123161.34
1825,135935.5
1826,110704.55
1827,90724.75
1828,129806.586
1829,107512.4
1830,143621.83
1831,139294.16
1832,80172.97
1833,130223.45
1834,117460.984
1835,126102.48
1836,110616.22
1837,84721.77
1838,122949.17
1839,93003.69
1840,158424.58
1841,140459.9
1842,80475.93
1843,120260.71
